Nombre del Programa,Nombre de la modalidad/Categoría (si aplica) ,Institución a cargo,Características del apoyo,Entrega del apoyo,Descripción del programa,Dato de contacto para pedir informes[formateado],Dato de contacto para pedir informes,Clasificación por prioridad,Profesionista,Necesidad,Tradicional,Lifestyle,Cultural,Emp Social,Alto impacto,Aún no existe,Start up,Crecimiento,Consolidación
Impulso a Emprendedores y Empresas a través del programa Emprendimiento de Alto Impacto,,INADEM,"Certificación
Consultoría
Innovación
Investigación y Desarrollo",Subsidio,"Otorga apoyo económico a empresas de alto impacto que buscan certificaciones, desarrollo e implementación de tecnología, consultoría en mercadotecnia o finanzas, entre otros.","Call Center de atención a dudas01(800) 08 32-666 opción 4Irma del Carmen García DomínguezInsurgentes Sur No. 1940 Piso 3 Col. Florida.Tel. (55) 52296100 ext. 32211, 32209, 32061, 32224, 32233, 32219e-mail: altoimpacto@economia.gob.mx","Call Center de atención a dudas
01(800) 08 32-666 opción 4

Irma del Carmen García Domínguez

Insurgentes Sur No. 1940 Piso 3 Col. Florida.

Tel. (55) 52296100 ext. 32211, 32209, 32061, 32224, 32233, 32219
e-mail: altoimpacto@economia.gob.mx",Conseguir financiamiento/ Acceder a instrumentos financieros.,0,0,0,0,0,1,1,1,1,1,1
Otorgamiento de Apoyos para el Crecimiento y la Consolidación del Modelo de Franquicias,,INADEM,Otros,Subsidio,Otorga apoyo económico para la adquisición de una franquicia. La empresa o emprendedor debe seleccionar uno de los modelos de franquicia autorizados por el INADEM.,"Call Center de atención a dudas01(800) 08 32-666 opción 4Miguel Ángel San Martin TorresAv. Insurgentes Sur 1940, piso 10Col. Florida, México, D.F.Tel. 52296100 Ext. 32442e-mail: miguel.sanmartin@economia.gob.mx","Call Center de atención a dudas
01(800) 08 32-666 opción 4

Miguel Ángel San Martin Torres

Av. Insurgentes Sur 1940, piso 10

Col. Florida, México, D.F.

Tel. 52296100 Ext. 32442
e-mail: miguel.sanmartin@economia.gob.mx",Conseguir financiamiento/ Acceder a instrumentos financieros.,0,0,1,1,0,0,0,1,1,0,0
Programa de Fomento a la Economía Social,ESCALA,INAES,Subsidio,Subsidio,"Por medio de diferentes convocatorias, otorga apoyo económico a anteproyectos productivos y proyectos productivos en fase inicial desarrollados por jóvenes.","Av. Patriotismo 711, Edif. B, Col. San Juan Mixcoac, Deleg. Benito Juárez, C.P. 03730, México, D.F. - Tel. (55) 26364100 | 01 800 48 36 62 37 http://www.inaes.gob.mx/","Av. Patriotismo 711, Edif. B, Col. San Juan Mixcoac, Deleg. Benito Juárez, 
C.P. 03730, México, D.F. - Tel. (55) 26364100 | 01 800 48 36 62 37 

http://www.inaes.gob.mx/",Conseguir financiamiento/ Acceder a instrumentos financieros.,0,1,1,0,0,0,0,1,1,0,0
Programa de Fomento a la Economía Social,INTEGRA,INAES,"Activo fijo
Asesoría/Capacitación
Comercialización",Subsidio,"Por medio de diferentes convocatorias, otorga apoyo económico a proyectos productivos. Este apoyo puede utilizarse en:inversión fija, capacitación, asistencia técnica, estudios de mercado, Capital de trabajo y otros, entre otros.","Av. Patriotismo 711, Edif. B, Col. San Juan Mixcoac, Deleg. Benito Juárez, C.P. 03730, México, D.F. - Tel. (55) 26364100 | 01 800 48 36 62 37 http://www.inaes.gob.mx/","Av. Patriotismo 711, Edif. B, Col. San Juan Mixcoac, Deleg. Benito Juárez, 
C.P. 03730, México, D.F. - Tel. (55) 26364100 | 01 800 48 36 62 37 

http://www.inaes.gob.mx/",Conseguir financiamiento/ Acceder a instrumentos financieros.,0,1,1,0,0,0,0,0,1,1,1
Programa de Fomento a la Economía Social,CRECE,INAES,"Activo fijo
Asesoría/Capacitación
Certificación
Comercialización
Consultoría
Garantía para crédito",Subsidio,"Por medio de diferentes convocatorias, otorga apoyo económico a proyectos productivos. Este apoyo puede utilizarse en diferentes rubros dependiendo de las necesidades de la empresa (capacitación, garantías de crédito, activo fijo, etc.)","Av. Patriotismo 711, Edif. B, Col. San Juan Mixcoac, Deleg. Benito Juárez, C.P. 03730, México, D.F. - Tel. (55) 26364100 | 01 800 48 36 62 37 http://www.inaes.gob.mx/","Av. Patriotismo 711, Edif. B, Col. San Juan Mixcoac, Deleg. Benito Juárez, 
C.P. 03730, México, D.F. - Tel. (55) 26364100 | 01 800 48 36 62 37 

http://www.inaes.gob.mx/",Conseguir financiamiento/ Acceder a instrumentos financieros.,0,1,1,0,0,0,0,0,0,1,1
Programa de Apoyo al Empleo,Fomento al Autoempleo  ,STPS,Activo fijo,Subsidio,"Otorga apoyo mediante la entrega de mobiliario, maquinaria, equipo y/o herramienta, para el inicio de actividades productivas.",Teléfono 01-800-841-20-20Existen oficinas del Servicio Nacional del Empleo en todas las delegaciones. Consultar en: http://empleo.gob.mx/es_mx/empleo/donde_puedes_encontrarnos,"Teléfono 01-800-841-20-20
Existen oficinas del Servicio Nacional del Empleo en todas las delegaciones. Consultar en: http://empleo.gob.mx/es_mx/empleo/donde_puedes_encontrarnos",Conseguir financiamiento/ Acceder a instrumentos financieros.,1,1,1,0,0,0,0,1,0,0,0
Fondo para el Apoyo a Proyectos Productivos en Núcleos Agrarios,,SEDATU,"Activo fijo
Asesoría/Capacitación","Subsidio
Capacitación",Otorga apoyo económico y asistencia técnica para la inversión en proyectos productivos.,"Av. H Escuela Naval Militar #669, Col. Presidentes Ejidales, 2a Sección. CP. 04470 Del. Coyoacán, México DFTel. (55) 5624 0000","Av. H Escuela Naval Militar #669, Col. Presidentes Ejidales, 2a Sección. CP. 04470 Del. Coyoacán, México DF
Tel. (55) 5624 0000",Conseguir financiamiento/ Acceder a instrumentos financieros.,0,1,1,0,0,0,0,0,1,1,0
Apoyo a Jóvenes para la Productividad de Futuras Empresas Rurales,,SEDATU,"Activo fijo
Capacitación
Garantía",Subsidio,,"Órgano Interno de Control en la ""Secretaría""Av. Heroica Escuela Naval Militar número 701, Edificio Revolución, piso 1, Colonia Presidentes Ejidales 2a. sección, Delegación Coyoacán, código postal 04470, México, D.F.teléfono 36-01-91-76 y 36-01-30-08correo electrónico a la dirección: uci@sedatu.gob.mx; ","Órgano Interno de Control en la ""Secretaría""
Av. Heroica Escuela Naval Militar número 701, Edificio Revolución, piso 1, Colonia Presidentes Ejidales 2a. sección, Delegación Coyoacán, código postal 04470, México, D.F.
teléfono 36-01-91-76 y 36-01-30-08
correo electrónico a la dirección: uci@sedatu.gob.mx; 
",Conseguir financiamiento/ Acceder a instrumentos financieros.,0,1,1,0,0,0,0,1,1,0,0
Programa Organización Productiva para Mujeres Indígenas (POPMI),,Comisión Nacional para el Desarrollo de los Pueblos Indígenas,"Activo fijo
Asesoría/Capacitación",Subsidio,Otorga apoyo económico a grupos de mujeres que desean arrancar o ya cuentan con un proyecto productivo.,http://www.cdi.gob.mx/focalizada/popmi/index.php,http://www.cdi.gob.mx/focalizada/popmi/index.php,Conseguir financiamiento/ Acceder a instrumentos financieros.,0,1,1,0,0,0,0,1,1,1,1
Programa de Coordinación para el Apoyo a la Producción (PROCAPI),,Comisión Nacional para el Desarrollo de los Pueblos Indígenas,"Activo fijo
Asesoría/Capacitación
Capital de trabajo y otros
Comercialización","Subsidio
Crédito",Otorga apoyo económico para la realización de proyectos productivos. El apoyo puede ser utlizado para cubrir diversas necesidades del proyecto.,http://www.cdi.gob.mx/focalizada/procapi/index.php,http://www.cdi.gob.mx/focalizada/procapi/index.php,Conseguir financiamiento/ Acceder a instrumentos financieros.,0,1,1,0,0,0,0,1,1,1,1
Programa de Turismo Alternativo en Zonas Indígenas (PTAZI),,Comisión Nacional para el Desarrollo de los Pueblos Indígenas,"Activo fijo
Asesoría/Capacitación
Consultoría
Comercialización
Otros",Subsidio,Otorga apoyo económico a proyectos productivos indígenas relacionados con el turismo. El apoyo puede ser utlizado en diversas necesidades dependiendo de la etapa de desarrollo del proyecto.,http://www.cdi.gob.mx/focalizada/ptazi/index.php,http://www.cdi.gob.mx/focalizada/ptazi/index.php,Conseguir financiamiento/ Acceder a instrumentos financieros.,0,0,1,0,0,1,0,1,1,1,1
Programa para Mejoramiento de la Producción y Productividad Indígena ,Mujer Indígena,Comisión Nacional para el Desarrollo de los Pueblos Indígenas,"Activo fijo
Asesoría/Capacitación
Capital de trabajo y otros",Subsidio,Otorga apoyo económico a grupos de mujeres indígenas que deseen arrancar o que ya cuenten con un proyecto productivo.,http://www.cdi.gob.mx/index.phpproductivos@cdi.gob.mx. ,"http://www.cdi.gob.mx/index.php
productivos@cdi.gob.mx. ",Conseguir financiamiento/ Acceder a instrumentos financieros.,0,1,1,0,0,0,0,1,1,1,1
Programa para Mejoramiento de la Producción y Productividad Indígena ,Turismo de Naturaleza,Comisión Nacional para el Desarrollo de los Pueblos Indígenas,"Activo fijo
Capital de trabajo y otros
Consultoría",Subsidio,Otorga apoyo económico a los proyectos de la población indígena orientados al desarrollo de actividades que permitan aprovechar de manera sustentable los atractivos naturales o culturales de sus comunidades,http://www.cdi.gob.mx/index.phpproductivos@cdi.gob.mx. ,"http://www.cdi.gob.mx/index.php
productivos@cdi.gob.mx. ",Conseguir financiamiento/ Acceder a instrumentos financieros.,0,0,1,0,0,1,0,1,1,1,1
Programa para Mejoramiento de la Producción y Productividad Indígena ,Proyectos Productivos Comunitarios,Comisión Nacional para el Desarrollo de los Pueblos Indígenas,"Activo fijo
Asesoría/Capacitación
Capital de trabajo y otros",Subsidio,"Otorga apoyo económico a la población indígena que desea emprender o consolidar proyectos productivos de actividades agrícola, pecuaria, forestal, pesquera, acuícola, agroindustrial y de servicios.",http://www.cdi.gob.mx/index.phpproductivos@cdi.gob.mx. ,"http://www.cdi.gob.mx/index.php
productivos@cdi.gob.mx. ",Conseguir financiamiento/ Acceder a instrumentos financieros.,0,1,1,0,0,0,0,1,1,1,1
Programa Nacional de Fomento y Estímulo a las Industrias Creativas y a Empresas Culturales,,"Conaculta
Fonca
Nafinsa
INADEM",Garantía para crédito,Crédito,Canaliza al emprendedor o empresa cultural al programa de garantías de Nafinsa. La garantía permite al emprendedor o empresa solicitar un crédito de hasta $4 millones de pesos en un banco comercial.,"(01) 800-2000-215, exts. 55610, 55611, 55612, 55613, 55614, 55615, 55616, 55617 y 55629 correo electrónico: info@nafin.gob.mx","(01) 800-2000-215, exts. 55610, 55611, 55612, 55613, 55614, 55615, 55616, 55617 y 55629 
correo electrónico: info@nafin.gob.mx",Conseguir financiamiento/ Acceder a instrumentos financieros.,0,0,0,1,1,1,1,0,0,1,1
Financiamiento oportuno para proyectos productivos.,,Financiera Rural - INADEM,"Activo fijo
Capital de trabajo y otros ",Crédito,"Otorga crédito para cualquier tipo de actividad económica que se desarrollo en poblaciones menores a 50,000 habitantes. El financiamiento puede ser destinado a Capital de trabajo y otros, infraestructura, equipamiento y liquidez.",Nombre: Marcela Lara Chávez Cargo: Directora Ejecutiva de Promoción de Negocios con EIF Teléfono: 5230 16 00 Ext 2458 Correo electrónico: : mlara@financierarural.gob.mx; slopez@financierarural.gob.mx ,"Nombre: Marcela Lara Chávez 
Cargo: Directora Ejecutiva de Promoción de Negocios con EIF 
Teléfono: 5230 16 00 Ext 2458 
Correo electrónico: : mlara@financierarural.gob.mx; slopez@financierarural.gob.mx ",Conseguir financiamiento/ Acceder a instrumentos financieros.,0,1,1,0,0,1,0,1,1,1,1
Crédito Pyme,,NAFIN,Crédito,Crédito,"En conjunto con la banca comercial, Nafin ofrece opciones de financiamiento que permiten el desarrollo de las MiPyMEs.","Teléfono: 01-800-20 00-215 en el D.F.; o del interior, sin costo, al 01800 NAFINSA (623 46 72) Correo electrónico: info@nafin.gob.mxhttp://www.nafin.com.mx/portalnf/content/home/credito-pyme.html","Teléfono: 01-800-20 00-215 en el D.F.; o del interior, sin costo, al 01800 NAFINSA (623 46 72) 
Correo electrónico: info@nafin.gob.mx

http://www.nafin.com.mx/portalnf/content/home/credito-pyme.html",Conseguir financiamiento/ Acceder a instrumentos financieros.,0,0,1,1,1,1,1,0,1,1,1
Fondo de Coinversión de Capital Semilla,,NAFIN,Capital,Capital,"Fomenta la disponibilidad de capital semilla para emprendedores y/o empresas establecidas en territorio nacional, enfocados a la innovación con alto valor agregado para el país, a través del impulso a fondos y vehículos de inversión en etapas tempranas. Los recursos ingresan directamente al patrimonio del vehículo de inversión y/o proyecto a cambio de acciones, por lo que no es un crédito, ni tampoco un subsidio.",Nombre: Fernando Garcia Landaverde Cargo: Ejecutivo de Alianzas Estratégicas Teléfono: 53 25 60 00 Ext: 8430 Correo electrónico: fgarcia@nafin.gob.mx ,"Nombre: Fernando Garcia Landaverde 
Cargo: Ejecutivo de Alianzas Estratégicas 
Teléfono: 53 25 60 00 Ext: 8430 
Correo electrónico: fgarcia@nafin.gob.mx ",Conseguir financiamiento/ Acceder a instrumentos financieros.,0,0,0,0,0,1,1,1,1,1,0
Incentivos para la Promoción Comercial y Fomento a las Exportaciones,Comercialización y Desarrollo de Mercados,Sagarpa,"Activo fijo
Comercialización",Subsidio,"Otorga apoyo económico para la construcción, adquisición, ampliación, acondicionamiento y/o equipamiento de centros de acopio, almacenamiento, envasado y/o distribución; así como la construcción, acondicionamiento y equipamiento de infraestructura para movilización de granos básicos. También apoya el fortalecimiento de la capacidad comercial y competitiva de los productores y sus organizaciones e impulsa el desarrollo regional para contribuir a la inserción y articulación funcional y eficaz de los productores en el mercado en forma directa.","Av. Municipio Libre 377. Col. Santa Cruz Atoyac, Del. Benito Juárez, C.P. 03310, México, D.F.Tel: 3871·1000correo: contacto@sagarpa.gob.mx","Av. Municipio Libre 377. Col. Santa Cruz Atoyac, Del. Benito Juárez, C.P. 03310, México, D.F.
Tel: 3871·1000
correo: contacto@sagarpa.gob.mx",Conseguir financiamiento/ Acceder a instrumentos financieros.,0,1,1,0,0,1,1,0,1,1,1
Concurrencia con las Entidades Federativas ,,Sagarpa,"Activo fijo
Capital de trabajo y otros",Subsidio,Otorga apoyo económico para impulsar el desarrollo de proyectos productivos en el sector agropecuario.,"Av. Municipio Libre 377. Col. Santa Cruz Atoyac, Del. Benito Juárez, C.P. 03310, México, D.F.Tel: 3871·1000correo: contacto@sagarpa.gob.mx","Av. Municipio Libre 377. Col. Santa Cruz Atoyac, Del. Benito Juárez, C.P. 03310, México, D.F.
Tel: 3871·1000
correo: contacto@sagarpa.gob.mx",Conseguir financiamiento/ Acceder a instrumentos financieros.,0,1,1,0,0,1,1,0,1,1,0
Fomento a la Agricultura,Agroproducción Integral ,Sagarpa,"Activo fijo
Capital de trabajo y otros",Subsidio,Otorga apoyo económico que impulsa la productividad y la competitividad de proyectos estratégicos en zonas agrícolas. El apoyo puede ser destinado a la compra de activo fijo o capital de trabajo.,"Av. Municipio Libre 377. Col. Santa Cruz Atoyac, Del. Benito Juárez, C.P. 03310, México, D.F.Tel: 3871·1000correo: contacto@sagarpa.gob.mx","Av. Municipio Libre 377. Col. Santa Cruz Atoyac, Del. Benito Juárez, C.P. 03310, México, D.F.
Tel: 3871·1000
correo: contacto@sagarpa.gob.mx",Conseguir financiamiento/ Acceder a instrumentos financieros.,0,0,1,0,0,1,1,0,1,1,1
Fomento a la Agricultura,Desarrollo de Clúster Agroalimentario (AGROCLUSTER),Sagarpa,"Activo fijo
Asesoría/Capacitación
Capital de trabajo y otros
Comercialización",Subsidio,"Otorga apoyo económico para impulsar el crecimiento y la integración de clústers que permitan generar cadenas de valor y alcanzar economías de escala. El apoyo económico puede ser utlizado en diversos rubros: adquisición de activo fijo, asistencia técnica, insumos para la producción, entre otros.","Av. Municipio Libre 377. Col. Santa Cruz Atoyac, Del. Benito Juárez, C.P. 03310, México, D.F.Tel: 3871·1000correo: contacto@sagarpa.gob.mx","Av. Municipio Libre 377. Col. Santa Cruz Atoyac, Del. Benito Juárez, C.P. 03310, México, D.F.
Tel: 3871·1000
correo: contacto@sagarpa.gob.mx",Conseguir financiamiento/ Acceder a instrumentos financieros.,0,0,1,0,0,1,1,0,1,1,0
Fomento a la Productividad Pesquera y Acuícola,,Sagarpa,"Activo fijo
Asesoría/Capacitación
Capital de trabajo y otros
Comercialización
Consultoría",Subsidio,"Otorga apoyo económico destinado al desarrollo de proyectos productivos pesqueros y acuícolas. Dependiendo de la modalidad, el apoyo puede ser utilizado en diferentes rubros: capacitación, compra de activo fijo, estudios técnicos y de mercado, entre otros.","Av. Municipio Libre 377. Col. Santa Cruz Atoyac, Del. Benito Juárez, C.P. 03310, México, D.F.Tel: 3871·1000correo: contacto@sagarpa.gob.mx","Av. Municipio Libre 377. Col. Santa Cruz Atoyac, Del. Benito Juárez, C.P. 03310, México, D.F.
Tel: 3871·1000
correo: contacto@sagarpa.gob.mx",Conseguir financiamiento/ Acceder a instrumentos financieros.,0,1,1,0,0,1,1,0,1,1,1
Fomento Ganadero,,Sagarpa,"Activo fijo
Asesoría/Capacitación
Capital de trabajo y otros",Subsidio,"Otorga apoyo económico a proyectos productivos del sector ganadero. El apoyo económico puede ser destinado a la adquisición de activo fijo, capital de trabajo o asistencia técnica.","Av. Municipio Libre 377. Col. Santa Cruz Atoyac, Del. Benito Juárez, C.P. 03310, México, D.F.Tel: 3871·1000correo: contacto@sagarpa.gob.mx","Av. Municipio Libre 377. Col. Santa Cruz Atoyac, Del. Benito Juárez, C.P. 03310, México, D.F.
Tel: 3871·1000
correo: contacto@sagarpa.gob.mx",Conseguir financiamiento/ Acceder a instrumentos financieros.,0,1,1,0,0,1,1,0,1,1,1
Productividad y Competitividad Agroalimentaria,Acceso al Financiamiento Productivo y Competitivo ,Sagarpa,Instrumentos financieros,Subsidio,"Brinda acceso a instrumentos financieros como servicios de garantía, acceso a crédito y primas de seguros. Además incentiva la constitución de capital de riesgo.","Av. Municipio Libre 377. Col. Santa Cruz Atoyac, Del. Benito Juárez, C.P. 03310, México, D.F.Tel: 3871·1000correo: contacto@sagarpa.gob.mx","Av. Municipio Libre 377. Col. Santa Cruz Atoyac, Del. Benito Juárez, C.P. 03310, México, D.F.
Tel: 3871·1000
correo: contacto@sagarpa.gob.mx",Conseguir financiamiento/ Acceder a instrumentos financieros.,0,0,1,0,0,1,1,1,1,1,1
Productividad y Competitividad Agroalimentaria,Sistema Nacional de Agroparques,Sagarpa,"Activo fijo
Consultoría",Subsidio,Otorga apoyo económico para desarrollar e impulsar el Sistema Nacional de Agroparques. El apoyo puede ser destinado a la contratación de asistencia técnica o a la inversión necesaria para el desarrollo integral del agroparque.,"Av. Municipio Libre 377. Col. Santa Cruz Atoyac, Del. Benito Juárez, C.P. 03310, México, D.F.Tel: 3871·1000correo: contacto@sagarpa.gob.mx","Av. Municipio Libre 377. Col. Santa Cruz Atoyac, Del. Benito Juárez, C.P. 03310, México, D.F.
Tel: 3871·1000
correo: contacto@sagarpa.gob.mx",Conseguir financiamiento/ Acceder a instrumentos financieros.,0,0,0,0,0,1,1,1,1,0,0
Programa Integral de Desarrollo Rural,Agricultura Familiar Periurbana y de Traspatio ,Sagarpa,"Activo fijo
Asesoría/Capacitación
Capital de trabajo y otros",Subsidio,"Otorga apoyo económico a personas o grupos de personas que se dediquen o pretendan dedicarse a la producción de alimentos. El apoyo puede destinarse a la compra de equipamiento y/o Capital de trabajo (animales, material vegetativo). Además el programa ofrece asistencia técnica y acompañamiento.","Av. Municipio Libre 377. Col. Santa Cruz Atoyac, Del. Benito Juárez, C.P. 03310, México, D.F.Tel: 3871·1000correo: contacto@sagarpa.gob.mx","Av. Municipio Libre 377. Col. Santa Cruz Atoyac, Del. Benito Juárez, C.P. 03310, México, D.F.
Tel: 3871·1000
correo: contacto@sagarpa.gob.mx",Conseguir financiamiento/ Acceder a instrumentos financieros.,0,1,0,0,0,0,0,1,1,0,0
Programa Integral de Desarrollo Rural,Coordinación para la Integración de Proyectos ,Sagarpa,"Activo fijo
Asesoría/Capacitación
Consultoría
Comercialización
Otros",Subsidio,"Otorga apoyo económico para el desarrollo y de organizaciones del sector rural. El apoyo puede ser destinado a diversos rubros: capacitación, equipamiento, comercialización, entre otros.","Av. Municipio Libre 377. Col. Santa Cruz Atoyac, Del. Benito Juárez, C.P. 03310, México, D.F.Tel: 3871·1000correo: contacto@sagarpa.gob.mx","Av. Municipio Libre 377. Col. Santa Cruz Atoyac, Del. Benito Juárez, C.P. 03310, México, D.F.
Tel: 3871·1000
correo: contacto@sagarpa.gob.mx",Conseguir financiamiento/ Acceder a instrumentos financieros.,0,0,1,0,0,1,1,0,0,1,1
Programa Integral de Desarrollo Rural,Proyecto Estratégico de Seguridad Alimentaria (PESA),Sagarpa,"Activo fijo
Capital de trabajo y otros
Consultoría",Subsidio,"Otorga apoyo económico a proyectos relacionados con la seguridad alimentaria. El apoyo puede ser destinado a la contratación de servicios de consultoría, o a la compra de infraestructura y Capital de trabajo.","Av. Municipio Libre 377. Col. Santa Cruz Atoyac, Del. Benito Juárez, C.P. 03310, México, D.F.Tel: 3871·1000correo: contacto@sagarpa.gob.mx","Av. Municipio Libre 377. Col. Santa Cruz Atoyac, Del. Benito Juárez, C.P. 03310, México, D.F.
Tel: 3871·1000
correo: contacto@sagarpa.gob.mx",Conseguir financiamiento/ Acceder a instrumentos financieros.,0,1,1,0,0,1,1,0,1,1,1
Fomento Empresarial,,Álvaro Obregón,"Activo fijo
Capital de trabajo y otros",Subsidio,Otorga apoyo económico a personas que buscan iniciar o desarrollar su negocio.,José Matías Rodríguez/  Coordinador de Fomento Cooperativo y al Empleo5276 6871,"José Matías Rodríguez/  Coordinador de Fomento Cooperativo y al Empleo
5276 6871",Conseguir financiamiento/ Acceder a instrumentos financieros.,1,1,1,1,0,0,0,1,1,0,0
Programa de Apoyo a Proyectos Productivos de Jóvenes,,Cuauhtémoc,Activo fijo,Subsidio,Otorga apoyo económico para la aquisición de maquinaria y herramientas.,Director de Desarrollo Económico y Fomento Económico24523111 jpadilla91@hotmail.com,"Director de Desarrollo Económico y Fomento Económico
24523111 
jpadilla91@hotmail.com",Conseguir financiamiento/ Acceder a instrumentos financieros.,0,1,1,1,1,1,0,1,1,1,0
"Fomento al Empleo a través de Empresas Cooperativas
",,Xochimilco,"Activo fijo
Capital de trabajo y otros",Subsidio,Otorga apoyo económico a las cooperativas de la delegación.,Juan Manuel  GonzálezDirección de Fomento EconómicoTel. 5676 6852 Correo: jugonzalez@xochimilco.df.gob.mx,"Juan Manuel  González
Dirección de Fomento Económico
Tel. 5676 6852 
Correo: jugonzalez@xochimilco.df.gob.mx",Conseguir financiamiento/ Acceder a instrumentos financieros.,0,1,1,0,0,1,0,0,1,1,0
Apoyos del Programa de Desarrollo Sectorial (PRODESEC),,Milpa Alta,"Activo fijo
Asesoría/Capacitación
Capital de trabajo y otros
Trámites",Subsidio,Otorga apoyo económico a proyectos productivos en zonas rurales.,"Av. México Esq. Constitución S/N, Edificio Delegaciónal, Delegación Milpa Alta, C.P. 12000tel: 5862 3150correo: galiciaj@milpa-alta.df.gob.mx","Av. México Esq. Constitución S/N, Edificio Delegaciónal, Delegación Milpa Alta, C.P. 12000
tel: 5862 3150
correo: galiciaj@milpa-alta.df.gob.mx",Conseguir financiamiento/ Acceder a instrumentos financieros.,0,1,1,0,0,0,0,1,1,0,0
Programa de Apoyo para el Cultivo de Forrajes y Pago de Servicios de Tractor,,Milpa Alta,Capital de trabajo y otros,Subsidio,Otorga apoyo económico para la compra de forraje.,"Av. México Esq. Constitución S/N, Edificio Delegaciónal, Delegación Milpa Alta, C.P. 12000tel: 5862 3150 ext. 1501correo: galiciaj@milpa-alta.df.gob.mx","Av. México Esq. Constitución S/N, Edificio Delegaciónal, Delegación Milpa Alta, C.P. 12000
tel: 5862 3150 ext. 1501
correo: galiciaj@milpa-alta.df.gob.mx",Conseguir financiamiento/ Acceder a instrumentos financieros.,0,1,0,0,0,0,0,0,1,0,0
Operación del Programa de Apoyo con Paquetes de Especies Menores y/o Aves de Corral,,Milpa Alta,Capital de trabajo y otros,Subsidio,"Otorgar paquetes que contengan 100 pavos/180 pollas y 20 gallos/27 conejos (25 vientres y dos machos)/9 pollas y 1 gallo de postura, a cada uno a grupos organizados por 5 mujeres como mínimo mayores de 18 años de edad, residentes en la Delegación Milpa Alta.","Av. México Esq. Constitución S/N, Edificio Delegaciónal, Delegación Milpa Alta, C.P. 12000tel: 5862 3150 ext. 1501correo: galiciaj@milpa-alta.df.gob.mx","Av. México Esq. Constitución S/N, Edificio Delegaciónal, Delegación Milpa Alta, C.P. 12000
tel: 5862 3150 ext. 1501
correo: galiciaj@milpa-alta.df.gob.mx",Conseguir financiamiento/ Acceder a instrumentos financieros.,0,1,0,0,0,0,0,1,1,0,0
Programa de Abono Orgánico en Especie,,Milpa Alta,Capital de trabajo y otros,Subsidio,Suministra abono orgánico a productores rurales.,"Av. México Esq. Constitución S/N, Edificio Delegaciónal, Delegación Milpa Alta, C.P. 12000tel: 5862 3150 ext. 1501correo: galiciaj@milpa-alta.df.gob.mx","Av. México Esq. Constitución S/N, Edificio Delegaciónal, Delegación Milpa Alta, C.P. 12000
tel: 5862 3150 ext. 1501
correo: galiciaj@milpa-alta.df.gob.mx",Conseguir financiamiento/ Acceder a instrumentos financieros.,0,1,0,0,0,0,0,0,1,0,0
Proyecto Estratégico para el Desarrollo del Emprendedurismo en los Jóvenes del Distrito Federal,,SEDECO,"Asesoría/Capacitación
Vinculación","Capacitación
Vinculación",Imparte talleres sobre emprendedurismo a jóvenes del Distrito Federal. Los jóvenes que deseen iniciar su negocio reciben asesoría para realizar su plan de negocios y se les vincula con entidades crediticias y mercados potenciales.,Av. Cuauhtémoc 899 Col. Narvarte C.P. 03020 México D.F.56 82 20 96 email: oip@sedecodf.gob.mx,"Av. Cuauhtémoc 899 Col. Narvarte C.P. 03020 México D.F.
56 82 20 96 
email: oip@sedecodf.gob.mx",Diseñar o mejorar mi plan de negocios.,1,0,1,1,1,1,1,1,0,0,0
Subprograma Becas a la Capacitación para el Trabajo (BÉCATE),Capacitación para el Autoempleo,STyFE,"Beca
Capacitación",Capacitación,"Imparte capacitación dirigida a desempleados o subempleados que de forma individual o grupal, están interesados en desarrollar una actividad productiva por cuenta propia. Además brinda apoyo económico durante el periodo de capacitación.",Responsable:C. Miguel Ángel Vera Luquín. Teléfono: 57097742,"Responsable:
C. Miguel Ángel Vera Luquín.
 
Teléfono: 57097742",Diseñar o mejorar mi plan de negocios.,1,1,0,0,0,0,0,1,0,0,0
Capacitación para la Formación de Cooperativas,,STyFE,Asesoría/Capacitación,Capacitación,"Brinda cursos de capacitación para la formación de cooperativas. Los participantes obtienen los elementos básicos para la organización autogestiva y democrática, los principios cooperativos y la realización de proyectos productivos y de consumo.","Secretaría de Trabajo y Fomento al EmpleoBolívar  # 231, 1er. piso, esq. con Diagonal 20 de Noviembre,  col. Obrera. Delegación Cuauhtémoc, D.F.  C.P. 06800.Coordinadora de Fomento CooperativoDirectora de Promoción al EmpleoLucia Sánchez TorresCorreo: lsanchezt@df.gob.mxTel. 55 78 61 88","Secretaría de Trabajo y Fomento al Empleo

Bolívar  # 231, 1er. piso, esq. con Diagonal 20 de Noviembre,  col. Obrera. Delegación Cuauhtémoc, D.F.  C.P. 06800.

Coordinadora de Fomento Cooperativo
Directora de Promoción al Empleo
Lucia Sánchez Torres
Correo: lsanchezt@df.gob.mx
Tel. 55 78 61 88",Diseñar o mejorar mi plan de negocios.,0,1,1,0,0,1,0,1,1,0,0
