ID,Prioridad,Nombre del Programa,Nombre de la modalidad/Categoría (si aplica),Institución a cargo,Características del apoyo,Mecanismo de entrega,Descripción del programa,Dato de contacto para pedir informes,Concatenar 1,Concatenar 2,Clasificación por prioridad (ya está en operación),Clasificación por prioridad (aún no existe),Número de Prioridad,Profesionista,Necesidad,Tradicional,Lifestyle,Cultural,Emp Social,Alto impacto,Aún no existe,Start up,Crecimiento,Consolidación
F-SAG-DR-04,Otros programas de interés,Programa Integral de Desarrollo Rural,Proyecto Estratégico de Seguridad Alimentaria (PESA),"Secretaría de Ganadería, Agricultura, Desarrollo Rural, Pesca y Alimentación (Sagarpa)","Activo fijo
 Capital de trabajo y otros
 Consultoría",Subsidio,"Otorga apoyo económico a proyectos relacionados con la seguridad alimentaria. El apoyo puede ser destinado a la contratación de servicios de consultoría, o a la compra de infraestructura y Capital de trabajo.","Av. Municipio Libre 377. Col. Santa Cruz Atoyac, Del. Benito Juárez, C.P. 03310, México, D.F.
 Tel: 3871·1000
 correo: contacto@sagarpa.gob.mx",Otros programas de interés,,Conseguir financiamiento/ Acceder a instrumentos financieros.,Conseguir financiamiento/ Acceder a instrumentos financieros.,20,0,1,1,0,0,1,1,0,1,1,1
F-DAT-NA-00,Otros programas de interés,Fondo para el Apoyo a Proyectos Productivos en Núcleos Agrarios,,"Secretaría de Desarrollo Agrario, Territorial y Urbano (SEDATU)","Activo fijo
 Asesoría/Capacitación","Subsidio
 Capacitación",Otorga apoyo económico y asistencia técnica para la inversión en proyectos productivos.,"Av. H Escuela Naval Militar #669, Col. Presidentes Ejidales, 2a Sección. CP. 04470 Del. Coyoacán, México DF
 Tel. (55) 5624 0000",Otros programas de interés,,Conseguir financiamiento/ Acceder a instrumentos financieros.,Conseguir financiamiento/ Acceder a instrumentos financieros.,20,0,1,1,0,0,0,0,0,1,1,0
F-DAT-FR-00,Otros programas de interés,Apoyo a Jóvenes para la Productividad de Futuras Empresas Rurales,,"Secretaría de Desarrollo Agrario, Territorial y Urbano (SEDATU)","Activo fijo
 Capacitación
 Garantía",Subsidio,,"Órgano Interno de Control en la ""Secretaría""
 Av. Heroica Escuela Naval Militar número 701, Edificio Revolución, piso 1, Colonia Presidentes Ejidales 2a. sección, Delegación Coyoacán, código postal 04470, México, D.F.
 teléfono 36-01-91-76 y 36-01-30-08
 correo electrónico a la dirección: uci@sedatu.gob.mx;",Otros programas de interés,,Conseguir financiamiento/ Acceder a instrumentos financieros.,Conseguir financiamiento/ Acceder a instrumentos financieros.,20,0,1,1,0,0,0,0,1,1,0,0
E-DIF-FS-00,Otros programas de interés,Programa de Creación y Fomento de Sociedades Cooperativas,,Sistema Estatal para el Desarrollo Integral de la Familia (DIF-DF),"Activo fijo
 Asesoría/Capacitación
 Capital de trabajo y otros","Subsidio
 Capacitación","Apoya la creación de sociedades cooperativas con actividades productivas de agua y confección. El apoyo en especie incluye○ 1'600,000 garrafones y/o 9 kits de maquinaria. Además se brinda asesoría legal, administrativa y técnica para la creación, fomento y conservación de autoempleos.","Subdirección de Operación y Fomento de Cooperativas
 Prol. Xochicalco 1000 Edif. B, planta baja, Col. Santa Cruz Atoyac, Delegación Benito Juárez, C.P. 03310
 Teléfono 56-04-01-27 ext. 6206
 www.dif.df.gob.mx",Otros programas de interés,,Conseguir financiamiento/ Acceder a instrumentos financieros.,Conseguir financiamiento/ Acceder a instrumentos financieros.,20,0,1,1,0,0,0,0,1,1,0,0
F-STP-PE-04,Otros programas de interés,Programa de Apoyo al Empleo,Fomento al Autoempleo,Secretaría del Trabajo y la Previsión Social (STPS),Activo fijo,Subsidio,"Otorga apoyo mediante la entrega de mobiliario, maquinaria, equipo y/o herramienta, para el inicio de actividades productivas.","Teléfono 01-800-841-20-20
 Existen oficinas del Servicio Nacional del Empleo en todas las delegaciones. Consultar en: http://empleo.gob.mx/es_mx/empleo/donde_puedes_encontrarnos",Otros programas de interés,,Conseguir financiamiento/ Acceder a instrumentos financieros.,Conseguir financiamiento/ Acceder a instrumentos financieros.,20,1,1,1,0,0,0,0,1,0,0,0
E-STF-CP-03,Otros programas de interés,Programa de Capacitación para el Impulso de la Economía Social (CAPACITES),Subprograma fomento al autoempleo (SFA),Secretaría del Trabajo y Fomento al Empleo del Distrito Federal (STyFE),"Activo fijo
 Capital de trabajo y otros",Subsidio,"Brinda mobiliario, maquinaria, equipo y/o herramienta sustancial a las personas que buscan desarrollar una actividad productiva por cuenta propia.","Secretaría de Trabajo y Fomento al Empleo del DF
 José María Izazaga No. 89, 5º piso
 Colonia Centro, CP 06010
 Cuauhtémoc, DF.
 5709-3222, 5709-1494 
 trabajo.gdf@gmail.com",Otros programas de interés,,Conseguir financiamiento/ Acceder a instrumentos financieros.,Conseguir financiamiento/ Acceder a instrumentos financieros.,20,0,1,1,0,0,0,0,1,1,0,0
D-XOC-EC-00,Otros programas de interés,Fomento al Empleo a través de Empresas Cooperativas,,Delegación Xochimilco,"Activo fijo
 Capital de trabajo y otros",Subsidio,Otorga apoyo económico a las cooperativas de la delegación.,"Juan Manuel González
 Dirección de Fomento Económico
 Tel. 5676 6852 
 Correo: jugonzalez@xochimilco.df.gob.mx",Otros programas de interés,,Conseguir financiamiento/ Acceder a instrumentos financieros.,Conseguir financiamiento/ Acceder a instrumentos financieros.,20,0,1,1,0,0,1,0,0,1,1,0
F-CNY-FM-00,Otros programas de interés,Fondos Mixtos,"Fortalecimiento en las Entidades Federativas de las Capacidades Científicas, Tecnológicas y de Innovación",CONACYT,"Activo fijo
 Asesoría/Capacitación
 Gasto corriente","Subsidio
 Crédito","Por medio de distintas convocatorias, ofrece apoyo económico para el desarrollo de proyectos de alta tecnología. Cada convocatoria delimita los tipos de proyecto a apoyar, así como los rubros en los que se puede ejercer el apoyo recibido.","Dirección: Av Insurgentes Sur 1582, Crédito Constructor, Benito Juárez, 03940 Ciudad de México, Distrito Federal
 Teléfono:01 55 5322 7700",Otros programas de interés,,Incorporar tecnología e innovación.,Incorporar tecnología e innovación.,20,0,0,0,0,0,0,1,1,1,1,1
F-INA-FN-0,Otros programas de interés,Fomento a las Iniciativas de Innovación,,Instituto Nacional del Emprendedor (INADEM),"Comercialización
 Consultoría
 Innovación",Subsidio,Otorga apoyo económico a PyMEs y emprendedores que buscan mejorar el posicionamiento de sus productos y/o incrementar su innovación.,"Call Center de atención a dudas
 01(800) 08 32-666 opción 4
 
 Norma Lucero Mondragón Flores
 
 Av. Insurgentes Sur 1940, piso 7
 Col. Florida, México, D.F.
 
 Tel. 52296100 Ext. 32117
 e-mail: norma.mondragon@economia.gob.mx",Otros programas de interés,,Incorporar tecnología e innovación.,Incorporar tecnología e innovación.,20,0,0,"1c
 1d","1c
 1d","1c
 1d",1,1,0,1,1,1
F-INA-VS-0,Otros programas de interés,Fortalecimiento de micro y pequeñas empresas a través de la vitrina de soluciones de las Grandes Empresas y su cadena de valor,,Instituto Nacional del Emprendedor (INADEM),"Activo fijo
 Asesoría/Capacitación
 Consultoría",Subsidio,"Otorga apoyo económico a MiPyMEs para la adquisición de tecnología (internet, equipo de cómputo, software). El apoyo económico también se puede destinar a la capacitación o consultoría en temas relacionados a las tecnología de la información. Tanto los productos a adquirir como la capacitación o consultoría deben ser provistos por una empresa registrada en la vitrina de soluciones del INADEM","Call Center de atención a dudas
 01(800) 08 32-666 opción 4
 
 Víctor Manuel Sandoval Rivera
 
 Av. Insurgentes Sur 1940, piso 10
 
 Col. Florida, México, D.F.
 
 Tel. 52296100 Ext. 32035
 e-mail: victor.sandoval@economia.gob.mx",Otros programas de interés,,Incorporar tecnología e innovación.,Incorporar tecnología e innovación.,20,1,0,1,1,0,0,0,0,1,1,1
F-INA-IT-0,Otros programas de interés,Incorporación de Tecnologías de Información y Comunicaciones a las Micro y Pequeñas Empresas,,Instituto Nacional del Emprendedor (INADEM),"Activo fijo
 Asesoría/Capacitación
 Consultoría",Subsidio,"Otorga apoyo económico a MiPyMEs para la adquisición de tecnología (internet, equipo de cómputo, software). El apoyo económico también se puede destinar a la capacitación o consultoría en temas relacionados a las tecnología de la información.","Call Center de atención a dudas
 01(800) 08 32-666 opción 4
 
 Víctor Manuel Sandoval Rivera
 
 Av. Insurgentes Sur 1940, piso 10
 Col. Florida, México, D.F.
 
 Tel. 52296100 Ext. 32035
 e-mail: victor.sandoval@economia.gob.mx",Otros programas de interés,,Incorporar tecnología e innovación.,Incorporar tecnología e innovación.,20,1,0,1,1,1,1,0,0,1,1,1
F-IMP-IM-00,Otros programas de interés,Instituto Mexicano de la Propiedad Industrial (IMPI),,Instituto Mexicano de la Propiedad Industrial (IMPI),Trámites,Contratación de Servicio,Registro de propiedad industrial.,"Nombre: Eliseo Montiel Cuevas
 Cargo: Director Divisional de Marcas
 Teléfono: 56240400 ext. 10039
 Correo electrónico: emontiel@impi.gob.mx",Otros programas de interés,,Incorporar tecnología e innovación.,Incorporar tecnología e innovación.,20,0,0,0,0,0,1,1,0,1,1,1
D-MAL-RS-00,Otros programas de interés,Apoyos del Programa para el Desarrollo Rural Sustentable de Milpa Alta (PRODERSUMA),,Delegación Milpa Alta,"Activo fijo
 Capital de trabajo y otros",Subsidio,"Otorga apoyo económico a habitantes, productores, ejidatarios o comuneros para conservar, proteger y restaurar los recursos naturales en beneficio de la biodiversidad y de los agroecosistemas. El apoyo económico impulsa la implementación de proyectos de conservación y manejo sustentable de los recursos naturales.","Av. México Esq. Constitución S/N, Edificio Delegaciónal, Delegación Milpa Alta, C.P. 12000
 tel: 5862 3150 ext. 1501
 correo: galiciaj@milpa-alta.df.gob.mx",Otros programas de interés,,Incorporar tecnología e innovación.,Incorporar tecnología e innovación.,20,0,1,1,0,0,1,1,1,1,0,0
F-SAG-AG-05,Otros programas de interés,Fomento a la Agricultura,Agroincentivos,"Secretaría de Ganadería, Agricultura, Desarrollo Rural, Pesca y Alimentación (Sagarpa)","Activo fijo
 Capital de trabajo y otros",Subsidio,"Otorga apoyo económico a productores que se dediquen principalmente a la producción de granos básicos, mediante incentivos económicos para el uso de insumos que incidan en una agricultura rentable.","Av. Municipio Libre 377. Col. Santa Cruz Atoyac, Del. Benito Juárez, C.P. 03310, México, D.F.
 Tel: 3871·1000
 correo: contacto@sagarpa.gob.mx",Otros programas de interés,,Incorporar tecnología e innovación.,Incorporar tecnología e innovación.,20,0,1,1,0,0,1,1,0,1,1,1
F-SAG-AG-06,Otros programas de interés,Fomento a la Agricultura,Producción Intensiva y Cubiertas Agrícolas (PROCURA),"Secretaría de Ganadería, Agricultura, Desarrollo Rural, Pesca y Alimentación (Sagarpa)",Activo fijo,Subsidio,Otorga apoyo económico para tecnificar bajo cubierta las unidades de producción agrícola.,"Av. Municipio Libre 377. Col. Santa Cruz Atoyac, Del. Benito Juárez, C.P. 03310, México, D.F.
 Tel: 3871·1000
 correo: contacto@sagarpa.gob.mx",Otros programas de interés,,Incorporar tecnología e innovación.,Incorporar tecnología e innovación.,20,0,0,1,0,0,1,1,0,1,1,1
F-SAG-AG-07,Otros programas de interés,Fomento a la Agricultura,Tecnificación del Riego,"Secretaría de Ganadería, Agricultura, Desarrollo Rural, Pesca y Alimentación (Sagarpa)",Activo fijo,Subsidio,Otorga apoyo económico destinado a la implementación de sistemas de riego y drenaje en terrenos agrícolas.,"Av. Municipio Libre 377. Col. Santa Cruz Atoyac, Del. Benito Juárez, C.P. 03310, México, D.F.
 Tel: 3871·1000
 correo: contacto@sagarpa.gob.mx",Otros programas de interés,,Incorporar tecnología e innovación.,Incorporar tecnología e innovación.,20,0,0,1,0,0,1,1,0,1,1,1
F-SAG-AG-08,Otros programas de interés,Fomento a la Agricultura,Bioenergía y Sustentabilidad,"Secretaría de Ganadería, Agricultura, Desarrollo Rural, Pesca y Alimentación (Sagarpa)","Activo fijo
 Capital de trabajo y otros",Subsidio,"Otorga apoyo económico para promover prácticas sustentables, como el aprovechamiento, generación y uso de energías renovables, el uso eficiente de la energía, la producción sustentable de bioenergéticos, cultivos orgánicos, la producción y uso de bioinsumos, y nuevos productos de la bioeconomía.","Av. Municipio Libre 377. Col. Santa Cruz Atoyac, Del. Benito Juárez, C.P. 03310, México, D.F.
 Tel: 3871·1000
 correo: contacto@sagarpa.gob.mx",Otros programas de interés,,Incorporar tecnología e innovación.,Incorporar tecnología e innovación.,20,0,0,0,0,0,1,1,0,1,1,1
F-SAG-AG-09,Otros programas de interés,Fomento a la Agricultura,Reconversión y Productividad,"Secretaría de Ganadería, Agricultura, Desarrollo Rural, Pesca y Alimentación (Sagarpa)","Activo fijo
 Capital de trabajo y otros",Subsidio,Otorga apoyo económico para la compra de paquetes tecnológicos que permitan a los productores cambiar sus cultivos tradicionales por cultivos más productivos de acuerdo a su región.,"Av. Municipio Libre 377. Col. Santa Cruz Atoyac, Del. Benito Juárez, C.P. 03310, México, D.F.
 Tel: 3871·1000
 correo: contacto@sagarpa.gob.mx",Otros programas de interés,,Incorporar tecnología e innovación.,Incorporar tecnología e innovación.,20,0,0,1,0,0,1,1,0,1,1,1
F-SAG-PD-0,Otros programas de interés,"Innovación, Investigación, Desarrollo Tecnológico y Educación (PIDETEC)",,"Secretaría de Ganadería, Agricultura, Desarrollo Rural, Pesca y Alimentación (Sagarpa)","Activo fijo
 Asesoría/Capacitación
 Certificación
 Consultoría",Subsidio,"Otorga apoyo económico a proyectos productivos del sector agroalimentario que buscan mejorar su productividad a través de la aplicación de innovaciones, desarrollos tecnológicos y biotecnológicos.","Av. Municipio Libre 377. Col. Santa Cruz Atoyac, Del. Benito Juárez, C.P. 03310, México, D.F.
 Tel: 3871·1000
 correo: contacto@sagarpa.gob.mx",Otros programas de interés,,Incorporar tecnología e innovación.,Incorporar tecnología e innovación.,20,0,0,1,0,0,1,1,0,1,1,1
F-SAG-CG-05,Otros programas de interés,Productividad y Competitividad Agroalimentaria,Planeación de Proyectos (Mapa de Proyectos),"Secretaría de Ganadería, Agricultura, Desarrollo Rural, Pesca y Alimentación (Sagarpa)",Investigación & Desarrollo,Otro,Otorga apoyo económico para la realización de investigaciones que generen innovación en el sector agropecuario.,"Av. Municipio Libre 377. Col. Santa Cruz Atoyac, Del. Benito Juárez, C.P. 03310, México, D.F.
 Tel: 3871·1000
 correo: contacto@sagarpa.gob.mx",Otros programas de interés,,Incorporar tecnología e innovación.,Incorporar tecnología e innovación.,20,0,0,0,0,0,1,1,0,1,1,1
F-SAG-DR-06,Otros programas de interés,Programa Integral de Desarrollo Rural,Extensión e Innovación Productiva (CEIP),"Secretaría de Ganadería, Agricultura, Desarrollo Rural, Pesca y Alimentación (Sagarpa)","Asesoría/Capacitación
 Innovación
 Vinculación
 Otros",Subsidio,"Otorga apoyo económico a proyectos productivos que cuentan o buscan incorporar componentes de innovación. El apoyo puede ser destinado al pago de capacitación. Además, el programa busca vincular a los beneficiarios con instituciones nacionales y extranjeras.","Av. Municipio Libre 377. Col. Santa Cruz Atoyac, Del. Benito Juárez, C.P. 03310, México, D.F.
 Tel: 3871·1000
 correo: contacto@sagarpa.gob.mx",Otros programas de interés,,Incorporar tecnología e innovación.,Incorporar tecnología e innovación.,20,0,1,1,0,0,1,1,0,1,1,1
F-SAG-DR-07,Otros programas de interés,Programa Integral de Desarrollo Rural,Conservación y Uso Sustentable de Suelo y Agua (COUSSA),"Secretaría de Ganadería, Agricultura, Desarrollo Rural, Pesca y Alimentación (Sagarpa)","Activo fijo
 Asesoría/Capacitación
 Consultoría",Subsidio,"Otorga apoyo económico a proyectos relacionados con la conservación y uso sustentable del suelo y el agua. El apoyo puede ser destinado a la adquisición de servicios de consultoría, asistencia técnica, infraestructura, entre otros.","Av. Municipio Libre 377. Col. Santa Cruz Atoyac, Del. Benito Juárez, C.P. 03310, México, D.F.
 Tel: 3871·1000
 correo: contacto@sagarpa.gob.mx",Otros programas de interés,,Incorporar tecnología e innovación.,Incorporar tecnología e innovación.,20,0,1,1,0,0,1,1,0,1,1,1
E-SEC-TC-00,Otros programas de interés,Tecno Tienda,,"Secretaría de Ciencia, Tecnología e Innovación del Distrito Federal (SECITI)","Activo fijo 
 Asesoría/Capacitación
 Certificación","Subsidio
 Capacitación
 Certificación",Otorga terminales punto de venta con conexión a internet a tiendas de abarrotes. Además brinda capacitación para hacer crecer los negocios y los certifica como Tecno Tienda.,"Delegación Tlalpan
 Dirección General de Desarrollo Económico y Fomento Cooperativo
 Calle Juárez No. 68, Col. Tlalpan, C.P. 14000, Delegación Tlalpan
 Teléfono: 5485 0598",Otros programas de interés,,Incorporar tecnología e innovación.,Incorporar tecnología e innovación.,20,0,0,1,0,0,0,0,0,1,1,1
F-SEC-SW-00,Otros programas de interés,Programa para el Desarrollo de la Industria del Software (PROSOFT),,Secretaría de Economía,"Activo fijo
 Asesoría/Capacitación
 Certificación
 Comercialización
 Innovación",Subsidio,"Otorga apoyo económico para fortalecer el uso de las Tecnologías de Información. El apoyo puede ser utilizado en capacitación, certificación, equipamiento, entre otros.","Dirección de
 Economía Digital al teléfono (55) 5229-6100 ext. 34175, 34191 y 34192",Otros programas de interés,,Incorporar tecnología e innovación.,Incorporar tecnología e innovación.,20,0,0,0,1,1,0,1,0,1,1,1
F-SEC-FT-00,Otros programas de interés,Fondo de Innovación Tecnológica (FIT),,"Secretaría de Economía
 CONACYT","Activo fijo
 Asesoría/Capacitación",Subsidio,Otorga apoyo económico para el desarrollo y consolidación de los proyectos de innovación tecnológica.,"Dirección: Av Insurgentes Sur 1582, Crédito Constructor, Benito Juárez, 03940 Ciudad de México, Distrito Federal
 Teléfono:01 55 5322 7700",Otros programas de interés,,Incorporar tecnología e innovación.,Incorporar tecnología e innovación.,20,0,0,0,0,0,0,1,1,1,1,1
F-SEN-RD-00,Otros programas de interés,Programa de sustitución de refrigeradores de uso doméstico para usuarios en tarifa doméstica (de la 1 a la 1F),,Secretaría de Energía (SENER),Activo fijo,Subsidio,Otorga apoyo económico a MiPyMEs para impulsar la transición hacia el uso de las tecnologías más eficientes en consumo de energía eléctrica y uso de gases refrigerantes menos contaminantes.,"Nombre: Eduardo Ávila García 
 Cargo: Gerente de Operación 
 Teléfono: 11 01 05 20 EXT. 96324 
 Correo electrónico: eduardo.avila01@cfe.gob.mx",Otros programas de interés,,Incorporar tecnología e innovación.,Incorporar tecnología e innovación.,20,1,0,1,1,0,0,0,0,1,1,1
F-SEN-AH-00,Otros programas de interés,Programa de ahorro y eficiencia energética empresarial.,,Secretaría de Energía (SENER),Activo fijo,Subsidio,Otorga apoyo económico a MiPyMEs para impulsar la transición hacia el uso de las tecnologías más eficientes en consumo de energía eléctrica y uso de gases refrigerantes menos contaminantes.,"Nombre: Jose Antonio Urteaga 
 Cargo: Subdirector de Operación 
 Teléfono: 11 01 05 20 EXT. 96301 
 Correo electrónico: jose.urteaga@cfe.gob.mx",Otros programas de interés,,Incorporar tecnología e innovación.,Incorporar tecnología e innovación.,20,1,0,1,1,0,0,0,0,0,1,1
F-SAG-CZ-00,Otros programas de interés,Incentivos a la Comercialización,Comercialización y Desarrollo de Mercados,"Secretaría de Ganadería, Agricultura, Desarrollo Rural, Pesca y Alimentación (Sagarpa)","Comercialización
 Instrumentos financieros",Contratación de Servicio,Permite el acceso de los productores y compradores agropecuarios al mercado de derivados.,"Av. Municipio Libre 377. Col. Santa Cruz Atoyac, Del. Benito Juárez, C.P. 03310, México, D.F.
 Tel: 3871·1000
 correo: contacto@sagarpa.gob.mx",Otros programas de interés,,Conseguir financiamiento/ Acceder a instrumentos financieros,Conseguir financiamiento/ Acceder a instrumentos financieros,20,0,1,1,0,0,1,1,0,1,1,1
F-SAG-CG-06,Otros programas de interés,Productividad y Competitividad Agroalimentaria,Fortalecimiento a la Cadena Productiva,"Secretaría de Ganadería, Agricultura, Desarrollo Rural, Pesca y Alimentación (Sagarpa)",Instrumentos financieros,Subsidio,"Otorga apoyo económico para que, tanto productores como compradores, puedan acceder al mercado de derivados financieros.","Av. Municipio Libre 377. Col. Santa Cruz Atoyac, Del. Benito Juárez, C.P. 03310, México, D.F.
 Tel: 3871·1000
 correo: contacto@sagarpa.gob.mx",Otros programas de interés,,Conseguir financiamiento/ Acceder a instrumentos financieros,Conseguir financiamiento/ Acceder a instrumentos financieros,20,0,0,1,0,0,1,1,0,1,1,1
F-SDS-EI-00,Otros programas de interés,Estancias Infantiles para apoyar a Madres Trabajadoras,,Secretaría de Desarrollo Social (SEDESOL),Otros - guarderías,Subsidio,"Brinda apoyo económico desitando a servicios de cuidado y atención para niños y niñas, para que sus padres continúen con sus estudios o puedan conseguir o conservar su trabajo.","(01 55) 5141 7900, ext. 54221,
 54223, 54245 y 54247
 Horario de atención
 9:00 AM a 8:00 PM
 Correo electrónico
 estanciasinfantiles@sedesol.gob.mx",Otros programas de interés,,,,20,1,1,1,0,0,0,0,1,1,0,0
F-SEC-PE-00,Otros programas de interés,Portal tu Empresa,,Secretaría de Economía,Trámites,Servicio,"El Portal tuempresa.gob.mx es un sitio de Internet mediante el cual el Gobierno Federal facilita principalmente el cumplimiento de distintos trámites necesarios para la constitución, apertura y desarrollo de nuevas empresas, de manera ágil, gratuita y en línea, concentrando gran parte estos trámites en un sólo lugar, reduciendo tiempo, formatos y costos.",http://www.tuempresa.gob.mx,Otros programas de interés,,Entrar a la formalidad,Entrar a la formalidad,20,0,0,1,1,1,1,1,1,1,0,0
F-IMP-TC-00,Otros programas de interés,Trámites tanto para emprendedores como empresarios y Capacitación,,IMPI,Asesoría/Capacitación,Servicio,"Tienen también capacitación a través de cursos y talleres; Registro de Marca, Registro de Patentes; Denominación de Origen; Signos Distintivos, Registro Internacional de Marcas.","Periférico Sur 3106, Álvaro Obregón, Jardines del Pedregal, 01900. México DF. Teléfono: 53340700.",Otros programas de interés,,Incorporar tecnología e innovación,Incorporar tecnología e innovación,20,0,0,1,0,1,1,1,1,1,1,0
E-SDV-CS-00,Otros programas de interés,Certificado de Uso de Suelo y Zonificación,,Secretaría de Desarrollo Urbano y Vivienda,Trámites,Servicio,"Este servicio permite obtener el documento público en el que se hacen constar las disposiciones normativas que para un predio o inmueble determinado, establecen los instrumentos de planeación del desarrollo urbano respecto del uso del suelo.","Ventanilla Única de la Secretaría de Desarrollo Urbano y Vivienda ubicada en Insurgentes Centro 149, Planta Baja, Colonia San Rafael, C.P. 06470. Delegación Cuauhtémoc.
 Horario de atención: Lunes a viernes de 9:00 a 14:00 horas",Otros programas de interés,,Entrar a la formalidad,Entrar a la formalidad,20,0,0,1,1,1,1,1,1,1,0,0
E-RPP-SS-00,Otros programas de interés,Servicios legales y registro para la Constitución de Sociedades Mercantiles,,Registro Público de la Propiedad,Trámites,Servicio,"Servicio que proporciona el Registro Público de Comercio para dar publicidad y certeza jurídica al nacimiento de una nueva Sociedad Mercantil, Civil o Asociación.","Dirección de Proceso Registral Inmobiliario y de Comercio. (Subdirección de Comercio y Organizaciones. Civiles. Jefaturas de Unidad A y B). Recepción de documentos: Subdirección de Ventanilla Única, ubicada en Villalongín número 15, primer piso, Colonia Cuauhtémoc, Delegación Cuauhtémoc, México D.F. C.P. 06500. Horario de atención de 8:00 a 14:00 horas.",Otros programas de interés,,Entrar a la formalidad,Entrar a la formalidad,20,0,0,1,1,1,1,1,1,1,0,0
E-FDS-FA-00,Otros programas de interés,Estrategia de financiamiento de microcréditos para actividades productivas de autoempleo.,,FONDESO,"Asesoría/Capacitación
 Activo fijo
 Capital de trabajo
 Certificación",Crédito,Ofrece crédito para la generación o consolidación de planes de negocio que tengan como propósito el autoempleo.,"Tepozteco No. 36, Col. Narvarte, Del. Benito Juárez, C.P. 03020, México, D.F.
 Teléfono: 5698 9060 
 Correo: fondeso@df.gob.mx",Otros programas de interés,,Conseguir financiamiento/ Acceder a instrumentos financieros,Conseguir financiamiento/ Acceder a instrumentos financieros,20,1,1,1,0,0,0,0,1,1,0,0
E-FDS-FM-01,Otros programas de interés,"Estrategia de financiamiento a la Micro, Pequeña y Mediana empresa.",Financiamiento para Empresas de Reciente Creación,FONDESO,"Activo fijo
 Capital de trabajo
 Certificación",Crédito,Ofrece financiamiento a empresas que iniciaron operación en un periodo no mayor a 12 meses de antigüedad a partir de que solicitan el crédito.,"Tepozteco No. 36, Col. Narvarte, Del. Benito Juárez, C.P. 03020, México, D.F.
 Teléfono: 5698 9060 
 Correo: fondeso@df.gob.mx",Otros programas de interés,,Conseguir financiamiento/ Acceder a instrumentos financieros,Conseguir financiamiento/ Acceder a instrumentos financieros,20,1,0,1,1,1,1,1,1,1,0,0
E-FDS-FM-02,Otros programas de interés,"Estrategia de financiamiento a la Micro, Pequeña y Mediana empresa.",Financiamiento para Empresas Creativas,FONDESO,"Activo fijo
 Capital de trabajo
 Certificación",Crédito,"Ofrece financiamiento a empresas legalmente constituidas que desarrollen productos, actividades o brinden servicios basados en componentes artísticos, de creatividad, diseño o innovación.","Tepozteco No. 36, Col. Narvarte, Del. Benito Juárez, C.P. 03020, México, D.F.
 Teléfono: 5698 9060 
 Correo: fondeso@df.gob.mx",Otros programas de interés,,Conseguir financiamiento/ Acceder a instrumentos financieros,Conseguir financiamiento/ Acceder a instrumentos financieros,20,0,0,0,0,1,0,0,1,1,1,0
E-FDS-FM-03,Otros programas de interés,"Estrategia de financiamiento a la Micro, Pequeña y Mediana empresa.",Financiamiento para la comercialización de productos rurales,FONDESO,"Activo fijo
 Capital de trabajo
 Certificación",Crédito,Otorga financiamiento a productores del medio rural pretende fomentar la comercialización de sus productos y acercar al productor con el consumidor final.,"Tepozteco No. 36, Col. Narvarte, Del. Benito Juárez, C.P. 03020, México, D.F.
 Teléfono: 5698 9060 
 Correo: fondeso@df.gob.mx",Otros programas de interés,,Conseguir financiamiento/ Acceder a instrumentos financieros,Conseguir financiamiento/ Acceder a instrumentos financieros,20,0,1,1,0,0,1,0,1,1,1,1
E-FDS-FM-04,Otros programas de interés,"Estrategia de financiamiento a la Micro, Pequeña y Mediana empresa.",Financiamiento para la microempresa,FONDESO,"Activo fijo
 Capital de trabajo
 Certificación",Crédito,Apoyo financiero destinado a cubrir las necesidades de financiamiento de la microempresa,"Tepozteco No. 36, Col. Narvarte, Del. Benito Juárez, C.P. 03020, México, D.F.
 Teléfono: 5698 9060 
 Correo: fondeso@df.gob.mx",Otros programas de interés,,Conseguir financiamiento/ Acceder a instrumentos financieros,Conseguir financiamiento/ Acceder a instrumentos financieros,20,1,1,1,1,1,1,0,1,1,0,0
E-FDS-FM-05,Otros programas de interés,"Estrategia de financiamiento a la Micro, Pequeña y Mediana empresa.",Financiamiento para la pequeña empresa,FONDESO,"Activo fijo
 Capital de trabajo
 Certificación",Crédito,Apoyo financiero destinado a cubrir las necesidades de financiamiento de la pequeña empresa,"Tepozteco No. 36, Col. Narvarte, Del. Benito Juárez, C.P. 03020, México, D.F.
 Teléfono: 5698 9060 
 Correo: fondeso@df.gob.mx",Otros programas de interés,,Conseguir financiamiento/ Acceder a instrumentos financieros,Conseguir financiamiento/ Acceder a instrumentos financieros,20,1,0,1,1,1,1,1,1,1,1,0
E-FDS-FM-06,Otros programas de interés,"Estrategia de financiamiento a la Micro, Pequeña y Mediana empresa.",Financiamiento para la mediana empresa,FONDESO,"Activo fijo
 Capital de trabajo
 Certificación",Crédito,Apoyo financiero destinado a cubrir las necesidades de financiamiento de la mediana empresa,"Tepozteco No. 36, Col. Narvarte, Del. Benito Juárez, C.P. 03020, México, D.F.
 Teléfono: 5698 9060 
 Correo: fondeso@df.gob.mx",Otros programas de interés,,Conseguir financiamiento/ Acceder a instrumentos financieros,Conseguir financiamiento/ Acceder a instrumentos financieros,20,1,1,1,1,1,1,1,1,1,1,1
